Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
The Sound of Metal	2019	tt5363618	auto	BAFTA	2021	BAFTA Film Award: Best Sound	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Golden_Globes	2021	Golden Globe: Best Performance by an Actor in a Motion Picture - Drama	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	National_Society_of_Film_Critics	2021	NSFC Award: Best Actor	FALSE	3rd place	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	National_Society_of_Film_Critics	2021	NSFC Award: Best Supporting Actor	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	NBR	2021	NBR Award: Best Actor	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	NBR	2021	NBR Award: Best Supporting Actor	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	NBR	2021	NBR Award: Top Ten Films	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Star Maker	1995	tt0114808	auto	Venice_Film_Festival	1995	Golden Lion	FALSE	None	DMDb; Sign on Screen	Movies with Deaf Actors | Supporting Roles; Movies	Giuseppe Giuranna; Maurizio Giuranna; Fabio Giuranna		deaf artist; deaf child			Drama about photographer in Sicilian town includes deaf children actors performing in Gone with the Wind production
The Star Maker	1995	tt0114808	auto	Venice_Film_Festival	1995	Grand Special Jury Prize	TRUE	Tied with God's Comedy (1995)	DMDb; Sign on Screen	Movies with Deaf Actors | Supporting Roles; Movies	Giuseppe Giuranna; Maurizio Giuranna; Fabio Giuranna		deaf artist; deaf child			Drama about photographer in Sicilian town includes deaf children actors performing in Gone with the Wind production
The Star Maker	1995	tt0114808	auto	Venice_Film_Festival	1995	Pasinetti Award: Best Actor	TRUE	None	DMDb; Sign on Screen	Movies with Deaf Actors | Supporting Roles; Movies	Giuseppe Giuranna; Maurizio Giuranna; Fabio Giuranna		deaf artist; deaf child			Drama about photographer in Sicilian town includes deaf children actors performing in Gone with the Wind production
The Star Maker	1995	tt0114808	auto	Academy_Awards	1996	Oscar: Best Foreign Language Film	FALSE	Italy.	DMDb; Sign on Screen	Movies with Deaf Actors | Supporting Roles; Movies	Giuseppe Giuranna; Maurizio Giuranna; Fabio Giuranna		deaf artist; deaf child			Drama about photographer in Sicilian town includes deaf children actors performing in Gone with the Wind production
The Story of Esther Costello	1957	tt0051015	auto	Venice_Film_Festival	1957	Golden Lion	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters	Movies with No Deaf Actors | Leading Roles; Movies			adoption/foster care; deaf child; deaf child hearing parent; deafblind character; drama			Joan Crawford drama in which divorced woman bonds with deafblind girl and becomes a philanthropist for deaf children
The Story of Esther Costello	1957	tt0051015	auto	BAFTA	1958	BAFTA Film Award: Best British Actress	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters	Movies with No Deaf Actors | Leading Roles; Movies			adoption/foster care; deaf child; deaf child hearing parent; deafblind character; drama			Joan Crawford drama in which divorced woman bonds with deafblind girl and becomes a philanthropist for deaf children
The Story of Esther Costello	1957	tt0051015	auto	BAFTA	1958	BAFTA Film Award: Best British Screenplay	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters	Movies with No Deaf Actors | Leading Roles; Movies			adoption/foster care; deaf child; deaf child hearing parent; deafblind character; drama			Joan Crawford drama in which divorced woman bonds with deafblind girl and becomes a philanthropist for deaf children
The Story of Esther Costello	1957	tt0051015	auto	Golden_Globes	1958	Golden Globe: Best Supporting Actress	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters	Movies with No Deaf Actors | Leading Roles; Movies			adoption/foster care; deaf child; deaf child hearing parent; deafblind character; drama			Joan Crawford drama in which divorced woman bonds with deafblind girl and becomes a philanthropist for deaf children
The Tribe	2014	tt1745787	auto	Cannes_Film_Festival	2014	Golden Camera	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Leading Roles			crime/mystery; deaf actor; deaf villain/suspect; deaf victim/witness; all/most dialogue in sign language; isolation; School for the Deaf; school/university setting; sex work		A deaf boy joins a boarding school for similar children. Confronted by the violent and criminal antics of some of the other boys and girls, he struggles to conform and join the 'tribe'.	Violent drama with dialogue only in unsubtitled Ukrainian Sign Language, set in a Ukrainian School for the Deaf controlled by sex trafficking students
The Tribe	2014	tt1745787	auto	Cannes_Film_Festival	2014	Critics Week Grand Prize	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Leading Roles			crime/mystery; deaf actor; deaf villain/suspect; deaf victim/witness; all/most dialogue in sign language; isolation; School for the Deaf; school/university setting; sex work		A deaf boy joins a boarding school for similar children. Confronted by the violent and criminal antics of some of the other boys and girls, he struggles to conform and join the 'tribe'.	Violent drama with dialogue only in unsubtitled Ukrainian Sign Language, set in a Ukrainian School for the Deaf controlled by sex trafficking students
The Tribe	2014	tt1745787	auto	Cannes_Film_Festival	2014	France 4 Visionary Award	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Leading Roles			crime/mystery; deaf actor; deaf villain/suspect; deaf victim/witness; all/most dialogue in sign language; isolation; School for the Deaf; school/university setting; sex work		A deaf boy joins a boarding school for similar children. Confronted by the violent and criminal antics of some of the other boys and girls, he struggles to conform and join the 'tribe'.	Violent drama with dialogue only in unsubtitled Ukrainian Sign Language, set in a Ukrainian School for the Deaf controlled by sex trafficking students
The Tribe	2014	tt1745787	auto	Cannes_Film_Festival	2014	Gan Foundation Support for Distribution	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Leading Roles			crime/mystery; deaf actor; deaf villain/suspect; deaf victim/witness; all/most dialogue in sign language; isolation; School for the Deaf; school/university setting; sex work		A deaf boy joins a boarding school for similar children. Confronted by the violent and criminal antics of some of the other boys and girls, he struggles to conform and join the 'tribe'.	Violent drama with dialogue only in unsubtitled Ukrainian Sign Language, set in a Ukrainian School for the Deaf controlled by sex trafficking students
The Tribe	2014	tt1745787	auto	LAFCA	2015	LAFCA Award: Best Foreign Film	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Leading Roles			crime/mystery; deaf actor; deaf villain/suspect; deaf victim/witness; all/most dialogue in sign language; isolation; School for the Deaf; school/university setting; sex work		A deaf boy joins a boarding school for similar children. Confronted by the violent and criminal antics of some of the other boys and girls, he struggles to conform and join the 'tribe'.	Violent drama with dialogue only in unsubtitled Ukrainian Sign Language, set in a Ukrainian School for the Deaf controlled by sex trafficking students
The Tribe	2014	tt1745787	auto	NBR	2015	NBR Award: Top Five Foreign Language Films	TRUE	Ukraine	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Leading Roles			crime/mystery; deaf actor; deaf villain/suspect; deaf victim/witness; all/most dialogue in sign language; isolation; School for the Deaf; school/university setting; sex work		A deaf boy joins a boarding school for similar children. Confronted by the violent and criminal antics of some of the other boys and girls, he struggles to conform and join the 'tribe'.	Violent drama with dialogue only in unsubtitled Ukrainian Sign Language, set in a Ukrainian School for the Deaf controlled by sex trafficking students
The Tuba Thieves	2023	tt7741736	auto	Sundance	2023	NEXT Innovator Award	FALSE	None	Sign on Screen; IMDb HoH				accessibility; born deaf; deaf actor; Deaf Culture; deaf director; Deaf Gain; music; vibrations		From 2011 to 2013, tubas were stolen from Los Angeles high schools. This is not a story about thieves or missing tubas. Instead, it asks what it means to listen.	Creative non-fiction film with deaf actors Nyeisha Prince, Russell Harvard and Geovanny Marroquin as themselves, exploring the experience of listening and sound from deaf perspectives
There Will Be Blood	2007	tt0469494	auto	LAFCA	2007	LAFCA Award: Best Actor	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard		deaf child; deaf child hearing parent; deafened by accident/violence			Oil prospector's son is deafened in mine explosion
There Will Be Blood	2007	tt0469494	auto	LAFCA	2007	LAFCA Award: Best Cinematography	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard		deaf child; deaf child hearing parent; deafened by accident/violence			Oil prospector's son is deafened in mine explosion
There Will Be Blood	2007	tt0469494	auto	LAFCA	2007	LAFCA Award: Best Director	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard		deaf child; deaf child hearing parent; deafened by accident/violence			Oil prospector's son is deafened in mine explosion
There Will Be Blood	2007	tt0469494	auto	LAFCA	2007	LAFCA Award: Best Music	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard		deaf child; deaf child hearing parent; deafened by accident/violence			Oil prospector's son is deafened in mine explosion
