Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
Drive My Car	2021	tt14039582	manual	Cannes_Film_Festival	2021	Palme d'Or	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Cannes_Film_Festival	2021	Best Screenplay	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Cannes_Film_Festival	2021	FIPRESCI Prize: Competition	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Cannes_Film_Festival	2021	Prize of the Ecumenical Jury	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	LAFCA	2021	LAFCA Award: Best Director	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	LAFCA	2021	LAFCA Award: Best Picture	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	LAFCA	2021	LAFCA Award: Best Screenplay	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Academy_Awards	2022	Oscar: Best Motion Picture of the Year	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Academy_Awards	2022	Oscar: Best Achievement in Directing	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Academy_Awards	2022	Oscar: Best Adapted Screenplay	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Academy_Awards	2022	Oscar: Best International Feature Film	TRUE	Japan	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	BAFTA	2022	BAFTA Film Award: Best Screenplay (Adapted)	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	BAFTA	2022	BAFTA Film Award: Best Film Not in the English Language	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	BAFTA	2022	BAFTA Film Award: Best Director	FALSE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	Golden_Globes	2022	Golden Globe: Best Motion Picture - Non-English Language	TRUE	Japan	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	National_Society_of_Film_Critics	2022	NSFC Award: Best Actor	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	National_Society_of_Film_Critics	2022	NSFC Award: Best Director	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	National_Society_of_Film_Critics	2022	NSFC Award: Best Film	TRUE	Per our rules, because this year's Best Picture is not in the English language, there is no award for Best Foreign-Language Film.	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Drive My Car	2021	tt14039582	manual	National_Society_of_Film_Critics	2022	NSFC Award: Best Screenplay	TRUE	None	DMDb; Sign on Screen	Movies with No Deaf Actors | Supporting Roles; Movies			drama; family drama; nonverbal			Grieving filmmaker takes on new multilingual theatre directing project to deal with the death of his wife; includes nonverbal hearing actor who communicates in Korean Sign Language (KSL)
Dummy	1977	tt1082585	manual	BAFTA	1978	BAFTA TV Award: Best Actress	FALSE	None	DMDb	Movies with No Deaf Actors | Leading Roles; Movies						
Dummy	1977	tt1082585	manual	BAFTA	1978	BAFTA TV Award: Best Film Sound	FALSE	None	DMDb	Movies with No Deaf Actors | Leading Roles; Movies						
Dune: Part One	2021	tt1160419	manual	LAFCA	2021	LAFCA Award: Best Cinematography	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Venice_Film_Festival	2021	Fanheart3 Award: Graffetta d'Oro for Best Film	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Motion Picture of the Year	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Adapted Screenplay	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Cinematography	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Film Editing	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Production Design	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Costume Design	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Sound	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Makeup and Hairstyling	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Music Written for Motion Pictures (Original Score)	TRUE	Hans Zimmer was not presented at the awards ceremony. Presenter Jason Momoa accepted the award on Zimmer's behalf.	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Academy_Awards	2022	Oscar: Best Achievement in Visual Effects	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Film	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Screenplay (Adapted)	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Cinematography	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Editing	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Production Design	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Costume Design	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Make Up & Hair	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Sound	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Achievement in Special Visual Effects	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Best Casting	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	BAFTA	2022	BAFTA Film Award: Original Score	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Golden_Globes	2022	Golden Globe: Best Director - Motion Picture	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Golden_Globes	2022	Golden Globe: Best Motion Picture - Drama	FALSE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Dune: Part One	2021	tt1160419	manual	Golden_Globes	2022	Golden Globe: Best Original Score - Motion Picture	TRUE	None	IMDb HoH						Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.	
Edison, the Man	1940	tt0032432	manual	Academy_Awards	1941	Oscar: Best Writing, Original Story	FALSE	None	Sign on Screen				biopic; deafened by illness; Deaf Gain; drama			Spencer Tracy in biopic of Thomas Edison, who was partially deafened by scarlet fever in childhood, released the same year as Young Thomas Edison
Eroica	1949	tt0041335	manual	Cannes_Film_Festival	1949	Grand Prize of the Festival	FALSE	None	Sign on Screen				adapting to deafness; Beethoven; biopic; deaf musician/dancer; drama; hearing actor in deaf role; music; progressive hearing loss			Biography of Beethoven set during the period of his composition of the Heroic Symphony, as his hearing loss progresses
Feeling Through	2021	tt9280166	manual	Academy_Awards	2021	Oscar: Best Live Action Short Film	FALSE	None	DMDb	Shorts with Deaf Actors | Leading Roles; Shorts	Robert Tarango					
Florence Foster Jenkins	2016	tt4136084	manual	Academy_Awards	2017	Oscar: Best Performance by an Actress in a Leading Role	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	Academy_Awards	2017	Oscar: Best Achievement in Costume Design	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	BAFTA	2017	BAFTA Film Award: Best Leading Actress	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	BAFTA	2017	BAFTA Film Award: Best Supporting Actor	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	BAFTA	2017	BAFTA Film Award: Best Costume Design	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	BAFTA	2017	BAFTA Film Award: Best Make Up/Hair	TRUE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	Golden_Globes	2017	Golden Globe: Best Motion Picture - Musical or Comedy	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	Golden_Globes	2017	Golden Globe: Best Performance by an Actress in a Motion Picture - Musical or Comedy	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	Golden_Globes	2017	Golden Globe: Best Performance by an Actor in a Motion Picture - Musical or Comedy	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Florence Foster Jenkins	2016	tt4136084	manual	Golden_Globes	2017	Golden Globe: Best Performance by an Actor in a Supporting Role in a Motion Picture	FALSE	None	Sign on Screen				biopic; deaf musician/dancer; deafened by illness; drama; music			Biopic of Florence Foster Jenkins, the famously 'awful' opera singer who was partially deafened by syphilis
Four Weddings and a Funeral	1994	tt0109831	manual	NBR	1994	NBR Award: Top Ten Films	TRUE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	Academy_Awards	1995	Oscar: Best Picture	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	Academy_Awards	1995	Oscar: Best Writing, Screenplay Written Directly for the Screen	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Actor	TRUE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Actor in a Supporting Role	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Actor in a Supporting Role	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Actress in a Supporting Role	TRUE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Actress in a Supporting Role	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Costume Design	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Editing	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Film	TRUE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	BAFTA Film Award: Best Screenplay - Original	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	Anthony Asquith Award for Film Music	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	BAFTA	1995	David Lean Award for Direction	TRUE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	Golden_Globes	1995	Golden Globe: Best Motion Picture - Comedy or Musical	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	Golden_Globes	1995	Golden Globe: Best Performance by an Actor in a Motion Picture - Comedy or Musical	TRUE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	Golden_Globes	1995	Golden Globe: Best Performance by an Actress in a Motion Picture - Comedy or Musical	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Four Weddings and a Funeral	1994	tt0109831	manual	Golden_Globes	1995	Golden Globe: Best Screenplay - Motion Picture	FALSE	None	DMDb; Sign on Screen	Movies			comedy; queer; romance; romantic comedy; sibling relationship			Romantic comedy includes deaf brother of main character
Gas Food Lodging	1992	tt0104321	manual	Berlin_Film_Festival	1992	Golden Berlin Bear	FALSE	None	Sign on Screen				deaf musician/dancer; deaf-hearing relationship; drama			A mother and daughter on a road trip in the American Southwest encounter a deaf dancer en route
Gas Food Lodging	1992	tt0104321	manual	Sundance	1992	Grand Jury Prize: Dramatic	FALSE	None	Sign on Screen				deaf musician/dancer; deaf-hearing relationship; drama			A mother and daughter on a road trip in the American Southwest encounter a deaf dancer en route
Gigot	1962	tt0056017	manual	Academy_Awards	1963	Oscar: Best Music, Scoring of Music, Adaptation or Treatment	FALSE	None	Sign on Screen				deaf-hearing relationship; friendship; sex work			A deaf janitor befriends the daughter of a sex worker
Gigot	1962	tt0056017	manual	Golden_Globes	1963	Golden Globe: Best Actor - Drama	FALSE	None	Sign on Screen				deaf-hearing relationship; friendship; sex work			A deaf janitor befriends the daughter of a sex worker
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	Golden Lion	FALSE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	Silver Lion: Revelation	TRUE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	SIGNIS Award	TRUE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	UNICEF Award	TRUE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	Pasinetti Award: Best Film	TRUE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	FEDIC Award	TRUE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Golden Door	2006	tt0465188	manual	Venice_Film_Festival	2006	CinemAvvenire' Award: Best Film	TRUE	None	Sign on Screen				deaf child; deaf child hearing parent; drama			Ellis Island immigration drama, son of one main characters is deaf
Good Time	2017	tt4846232	manual	Cannes_Film_Festival	2017	Palme d'Or	FALSE	None	Sign on Screen				disability; hearing actor in deaf role; hearing aid; sibling relationship			Botched bank robbery thriller; main character's brother is Hard of Hearing (and wears a hearing aid) but is vulnerable to manipulation because of his learning disability, not deafness
Good Time	2017	tt4846232	manual	Cannes_Film_Festival	2017	Cannes Soundtrack Award: Best Composer	TRUE	None	Sign on Screen				disability; hearing actor in deaf role; hearing aid; sibling relationship			Botched bank robbery thriller; main character's brother is Hard of Hearing (and wears a hearing aid) but is vulnerable to manipulation because of his learning disability, not deafness
Grand Canyon	1991	tt0101969	manual	NBR	1991	NBR Award: Top Ten Films	TRUE	None	Sign on Screen				deaf child hearing parent; family drama			Ensemble drama includes hearing father (Danny Glover) who keeps long-distance contact with his deaf daughter through a 90s telecommunications device
Grand Canyon	1991	tt0101969	manual	Academy_Awards	1992	Oscar: Best Writing, Screenplay Written Directly for the Screen	FALSE	None	Sign on Screen				deaf child hearing parent; family drama			Ensemble drama includes hearing father (Danny Glover) who keeps long-distance contact with his deaf daughter through a 90s telecommunications device
Grand Canyon	1991	tt0101969	manual	Berlin_Film_Festival	1992	Golden Berlin Bear	TRUE	None	Sign on Screen				deaf child hearing parent; family drama			Ensemble drama includes hearing father (Danny Glover) who keeps long-distance contact with his deaf daughter through a 90s telecommunications device
Grand Canyon	1991	tt0101969	manual	Golden_Globes	1992	Golden Globe: Best Screenplay - Motion Picture	FALSE	None	Sign on Screen				deaf child hearing parent; family drama			Ensemble drama includes hearing father (Danny Glover) who keeps long-distance contact with his deaf daughter through a 90s telecommunications device
Great Genius and Profound Stupidity	2008	tt1221211	manual	Tribeca_Prize	2008	Jury Award: Best Documentary Short	FALSE	None	DMDb	x Documentaries; x Documentaries by Non-Deaf Directors						
Gummo	1997	tt0119237	manual	Venice_Film_Festival	1997	FIPRESCI Prize - Honorable Mention	TRUE	None	Sign on Screen				drama			Small-town nihilism drama features a deaf couple as side characters
Hear and Now	2007	tt0912587	manual	Sundance	2007	Grand Jury Prize: Documentary	FALSE	None	DMDb; Sign on Screen; IMDb HoH	x Documentaries			cochlear implant; Coda; deaf-hearing relationship; family drama		A documentary memoir following a filmmaker's deaf parents as they receive a complex surgical implant, which allows them to experience sound for the first time.	Filmmaker's documentation of her deaf parents raising two Codas, who decide to get cochlear implants later in life
Hear and Now	2007	tt0912587	manual	Sundance	2007	Audience Award: Documentary	TRUE	None	DMDb; Sign on Screen; IMDb HoH	x Documentaries			cochlear implant; Coda; deaf-hearing relationship; family drama		A documentary memoir following a filmmaker's deaf parents as they receive a complex surgical implant, which allows them to experience sound for the first time.	Filmmaker's documentation of her deaf parents raising two Codas, who decide to get cochlear implants later in life
Here and There	2009	tt1118045	manual	Tribeca_Prize	2009	Jury Award: Best NY, NY Narrative Feature	TRUE	"The jurors were pleased by the fact that ""it gave us not only New York, it gave us great characters, a great story, it gave us the world."""	Sign on Screen				Deaf Culture; learning sign			Documentary about American Sign Language (ASL) and Quebecois Sign Language (LSQ) in Canada
Here and There	2009	tt1118045	manual	Tribeca_Prize	2009	Jury Award: Best Narrative Feature	FALSE	None	Sign on Screen				Deaf Culture; learning sign			Documentary about American Sign Language (ASL) and Quebecois Sign Language (LSQ) in Canada
High Heels	1991	tt0103030	manual	Golden_Globes	1992	Golden Globe: Best Foreign Language Film	FALSE	Spain	Sign on Screen				crime/mystery; drama			Almodóvar erotic crime drama in which a TV news host works alongside a sign language interpreter with whom she has real-life conflict
