Title	Year	IMDb ID	IMDb URL	Description	Notes
Amy	1981	tt0082017	https://www.imdb.com/title/tt0082017/?ref_=ls_t_140	A woman leaves her husband after the death of her child to teach deaf children how to speak. Her own child was deaf and although she has no formal training she successfully teaches one boy.	
Wildflower	1991	tt0103266	https://www.imdb.com/title/tt0103266/?ref_=ls_t_141	An abused, partially-deaf girl is helped back into society by two resourceful children.	
Bridge to Silence	1989	tt0096981	https://www.imdb.com/title/tt0096981/?ref_=ls_t_143	John and Peg are both deaf and they have a six year old daughter, Lisa. On their way to Peg's parents they have a car accident and John is killed. Peg has a nervous breakdown and Peg's mother temporarily takes care of Lisa. But when Peg recovers, her mother won't let her take care of her daughter and files a lawsuit to become Lisa's legal guardian.	
Multi-Handicapped	1986	tt0091570	https://www.imdb.com/title/tt0091570/?ref_=ls_t_144	A portrait of the students at the Alabama Institute for the Deaf and Blind.	
Marie's Story	2014	tt3132714	https://www.imdb.com/title/tt3132714/?ref_=ls_t_145	Marie Heurtin is born both blind and deaf. Sister Marguerette teaches her how to express herself.	Deaf and sighted actress Ariana Rivoire plays historical deafblind figure Marie Heurtin, this film uses French Sign Language.
See What I'm Saying The Deaf Entertainers Documentary	2009	tt1125387	https://www.imdb.com/title/tt1125387/?ref_=ls_t_147	This inspirational documentary follows four deaf entertainers: a comic, drummer, actor and a singer as they attempt to cross over to mainstream audiences. These uniquely talented entertainers overcome great challenges to celebrate success.	
Handscape	2020	tt14924692	https://www.imdb.com/title/tt14924692/?ref_=ls_t_149	Contemporary Shanghai, summer. Xia Qing, a boy who has been wearing hearing aids due to hearing loss, has a deep love for dancing. He gains so much joy just from copying Martha Graham's hand gestures in a dance magazine. A kid with a precocious nature, he sometimes paints his pinky nail red just for that glimpse of beauty. Yet all these passionate pursuits are misunderstood and questioned by his single, deaf mother. Given the opportunity to audition for his favorite dance company once in a blue moon, he has no choice but to return to his body--He seeks his mother's approval and longs to overcome this obscure self-identity crisis, through the silent language on his fingertips.	
Post No Bills	2022	tt11602208	https://www.imdb.com/title/tt11602208/?ref_=ls_t_150	A late-night encounter in a Brooklyn penthouse apartment during a blackout leads to a profound connection between the young handyman and a cleaner.	
Exit the Sun	2011	tt2117875	https://www.imdb.com/title/tt2117875/?ref_=ls_t_152	Two unlikely characters cross paths in a place neither here or there.	
Memories of the Warsaw Ghetto	2016	tt3412084	https://www.imdb.com/title/tt3412084/?ref_=ls_t_153	Told through the memories and drawings of little Genio and narrated by family friend, Bernard Bragg, 'Memories of the Warsaw Ghetto' is a docudrama film about a boyhood resident of that Ghetto, Dr. Eugene Bergman. Deafened early in the war, Genio and his family struggle to survive persecution in Nazi occupied Poland. Behind the Ghetto wall, they find a community of people who refuse to let the Germans strip them of their identity. A community that keeps their culture, their family, and their love alive. But the Germans are determined to destroy them, and their determination is deadly.	
The Girl in the Kidnapper's Lair	2023	tt28833949	https://www.imdb.com/title/tt28833949/?ref_=ls_t_154	Anai, a deaf young man is part of a gang of kidnappers. One victim of theirs is a young girl named Muli, who also happens to be deaf. Over time, Anai and Muli start to become closer through their language and fall in love.	
They	2023	tt27564127	https://www.imdb.com/title/tt27564127/?ref_=ls_t_155	Deaf people navigate finding love with the assistance of artificial intelligence. Communication and identities/differences within the Deaf community are shown.	
Only I Can Hear	2021	tt14490030	https://www.imdb.com/title/tt14490030/?ref_=ls_t_156	In the American Midwest, three hearing teenagers come of age in the vibrant Deaf community. With feet in two worlds, yet fully at home in neither, they seek identity through their shared experience as CODA: Children of Deaf Adults.	
I'll Sleep When You're Dead	2023	tt23367284	https://www.imdb.com/title/tt23367284/?ref_=ls_t_157	A dark comedy pseudo-documentary about a mild-mannered accountant on a mission to hunt down the man who murdered his wife, no matter how big a fool of himself he makes along the way. This groundbreaking film is the first ever revenge comedy entirely in American Sign Language. Produced by an almost entirely deaf cast and crew, and a director who is the father of a deaf son, this film is entirely in American Sign Language and intentionally silent.	
Louder Is Not Always Clearer	2021	tt22793918	https://www.imdb.com/title/tt22793918/?ref_=ls_t_158	Jonny is Deaf - his superpower is lip reading. But that doesn't mean everything makes sense.	
Dawn of the Deaf	2016	tt5644824	https://www.imdb.com/title/tt5644824/?ref_=ls_t_159	When a sonic pulse infects the hearing population, a small group of Deaf people must survive.	
Deaf Day	2011	tt2044761	https://www.imdb.com/title/tt2044761/?ref_=ls_t_160	In Damascus, Syria, a mother prepares her deaf son to leave their home and venture outside to learn how to live in a hearing world. However, it is the son who ends up teaching his mother the value of silence.	
Grisha	2021	tt26315533	https://www.imdb.com/title/tt26315533/?ref_=ls_t_161	GRISHA is film based on Leo Tolstoy's brief and utterly profound story about a lowly peasant, his reach for happiness and the fate that befalls him. It is a stirring meditation on confronting the boundaries that shape and define us. Designed as a cinematic experience for both Deaf and hearing audiences, GRISHA incorporates unique forms of movement, signed languages and spoken English, normalizing each mode of communication into a cohesive whole. In an industry where Deaf actors are mostly typecast for their disability, this film brings together remarkable artists from Deaf and hearing communities from the United States, Europe and the UK. GRISHA features two distinct sign languages developed by Monique Holt, an expert in period-specific sign and contextualization. Over the past year, Holt has been working closely with Writer/Director Ben Stamper to effectively transform Tolstoy’s workaday prose into layered visual and auditory symbolism.	
Beautiful Sounds of Love	2013	tt4300040	https://www.imdb.com/title/tt4300040/?ref_=ls_t_162	A deaf college student falls in love with a guy who can hear. However, with a history of domestic abuse, it is difficult for her to truly commit to the relationship. Throughout, they face many challenges because of the differences in their wolds, as well as the fact that both of their exes are trying to break them up at all costs.	
Live at the Deaf Club		tt12186774	https://www.imdb.com/title/tt12186774/?ref_=ls_t_163	In the late 1970's, nascent punk rock bands struggling to find a home for their raucous and subversive music, found an ideal partner in the most unlikely place: The San Francisco Deaf Club.	
Babel	2006	tt0449467	https://www.imdb.com/title/tt0449467/?ref_=ls_t_165	Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Hearing actress Rinko Kikuchi plays a deaf character who uses Japanese Sign Language
Compensation	1999	tt0223027	https://www.imdb.com/title/tt0223027/?ref_=ls_t_166	The life of a deaf African American woman in the early 1900s parallels with another in the 1990s.	
Koshish	1972	tt0215911	https://www.imdb.com/title/tt0215911/?ref_=ls_t_167	A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.	
Your Hands are Whispering	1997	tt4911864	https://www.imdb.com/title/tt4911864/?ref_=ls_t_169	This drama is about a deaf woman and her struggles with love, family and everyday life. This is made of 5 special episodes, aired one per year.	
Feel the Beat	2020	tt10714856	https://www.imdb.com/title/tt10714856/?ref_=ls_t_173	After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.	Deaf actress Shaylee Mansfield plays a Deaf side character who communicates via ASL.
All the Silence	2023	tt29419593	https://www.imdb.com/title/tt29419593/?ref_=ls_t_175	Miriam an actress who is also a sign language teacher, but is not deaf herself, will go on a downward spiral when she learns she will become fully deaf. Despite every deaf person in her life she refuses to accept a world without sound.	
A Silent Agreement	2017	tt6427368	https://www.imdb.com/title/tt6427368/?ref_=ls_t_176	A stammering writer reaches out to an industry mentor, with the encouragement of his profoundly deaf partner, only to be betrayed by the mentor and forced to find his own resilience. This was the first feature film to showcase Auslan.	
Think Me Nothing	1975	tt0164931	https://www.imdb.com/title/tt0164931/?ref_=ls_t_177		
Deaf and - Resignifying Deaf culture in America	2022	tt13452160	https://www.imdb.com/title/tt13452160/?ref_=ls_t_178	"Deaf and - Resignifying Deaf culture in America" is a full length documentary study of Deaf culture in America through a Deaf lens.	
Slow	2023	tt15289510	https://www.imdb.com/title/tt15289510/?ref_=ls_t_179	Dancer Elena and sign language interpreter Dovydas meet and form a beautiful bond. As they dive into a new relationship, they must navigate how to build their own kind of intimacy.	
The Singer	2023	tt28807733	https://www.imdb.com/title/tt28807733/?ref_=ls_t_180	In Glasgow, an unusual creative duo forms a young deaf man and a bitter street busker.	Deaf actor Jamie Rea plays a Deaf character. (BSL is used I believe)
Unsound	2020	tt6051918	https://www.imdb.com/title/tt6051918/?ref_=ls_t_181	A disillusioned musician's romantic spark is ignited by a young trans man as they work to save his community nightclub for the deaf.	
The Silent Natural	2020	tt6506478	https://www.imdb.com/title/tt6506478/?ref_=ls_t_182	William Hoy was one of the first Deaf Major League Baseball players in the 1800's. Being deaf, he introduced hand signals for strike and ball to the game and overcame many obstacles to become one of the greatest players of his time.	
Me and My Wacky Doctor: On Our First Appointment!	2010	tt1693730	https://www.imdb.com/title/tt1693730/?ref_=ls_t_184	A Buster Keaton-esque silent comedy about a Deaf patient trying to get his DLA form signed.	
The Parts You Lose	2019	tt4827922	https://www.imdb.com/title/tt4827922/?ref_=ls_t_187	A young boy in a small North Dakota town befriends a potentially dangerous fugitive.	
